"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2026-03-07,"athens",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,5.23348248248247
2026-03-07,"athens",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,6.73250600600601
2026-03-07,"athens",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,7.530263013013
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,1.6441041041041
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,2.65
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,3.6424974974975
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,6.13725625625626
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,7.16685685685686
2026-03-07,"athens",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,8.76970145145144
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0.90125
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,1.3675
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,1.925
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,2.43
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,2.54
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,2.65
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,3.155
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,3.7125
2026-03-07,"austin",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,4.17875
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0.148864364364365
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0.877693693693694
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,1.38977577577578
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,2.18986236236236
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,2.54
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,2.85873873873874
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,3.666994994995
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,4.27674524524525
2026-03-07,"austin",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,5.06735185185185
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,0
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,0.289065065065066
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,1.05546146146146
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,1.99226726726727
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,2.54
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,3.06693443443443
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,3.9898008008008
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,4.92665215215215
2026-03-07,"austin",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,5.46426551551552
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0.730154154154154
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,1.83220720720721
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,2.54
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,3.31263763763764
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,4.38313613613614
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,5.30808458458458
2026-03-07,"austin",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,5.78140815815816
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,0
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,0.0649999999999999
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,0.69
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,0.76
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,0.83
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,1.455
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,2.225
2026-03-07,"baltimore",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,2.865
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,0
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,0.427575075075075
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,0.76
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,1.12279029029029
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,2.14442442442443
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,2.95721571571572
2026-03-07,"baltimore",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,3.32886486486486
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,0
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,0
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,0
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,0.178711211211212
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,0.76
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,1.34795545545546
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,2.38297097097097
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,3.16455405405405
2026-03-07,"baltimore",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,3.80612287287287
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,0
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,0.76
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,1.59382132132132
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,2.86827627627628
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,3.46044844844844
2026-03-07,"baltimore",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,4.41686686686687
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,1.0775
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,1.595
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,2
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,2.1
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,2.2
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,2.605
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,3.1225
2026-03-07,"bangor",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,4.4275
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,1.11334134134134
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,1.77851601601602
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,2.1
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,2.40921171171171
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,3.11415315315315
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,4.34831681681682
2026-03-07,"bangor",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,5.45361861861862
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,0
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,0
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,0.494852852852853
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,1.60122372372372
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,2.1
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,2.57390640640641
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,3.68766666666667
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,5.14349949949949
2026-03-07,"bangor",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,5.80931906906907
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,1.45888388388388
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,2.1
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,2.75830830830831
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,4.3424144144144
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,5.49682182182182
2026-03-07,"bangor",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,6.10153503503503
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,0
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,0.69
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,1.49
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,1.64
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,1.79
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,2.59
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,3.4425
2026-03-07,"beaumont",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,4.01875
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,0
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,1.23647647647648
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,1.64
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,2.03101851851852
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,3.26977977977978
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,3.98686336336336
2026-03-07,"beaumont",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,4.95953678678678
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,0
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,0
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,0
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,0.844764764764764
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,1.64
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,2.35216966966967
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,3.7016076076076
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,4.8787017017017
2026-03-07,"beaumont",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,5.8163606106106
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,0.706378878878878
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,1.64
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,2.6407957957958
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,4.14886586586585
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,5.2288013013013
2026-03-07,"beaumont",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,6.1268475975976
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,0.0674999999999998
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,0.705
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,1.15
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,1.2
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,1.25
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,1.695
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,2.3325
2026-03-07,"boston",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,2.7775
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,0.108694694694694
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,0.96
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,1.2
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,1.43317567567568
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,2.30374474474474
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,2.79476826826827
2026-03-07,"boston",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,3.61458833833834
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,0
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,0
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,0
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,0.777332332332332
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,1.2
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,1.60832332332332
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,2.57479479479479
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,3.368002002002
2026-03-07,"boston",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,3.93387862862863
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,0.5977002002002
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,1.2
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,1.83174174174174
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,2.81068268268268
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,3.59254654654655
2026-03-07,"boston",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,4.01269394394394
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,2.06375
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,2.72
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,3.195
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,3.67
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,3.84
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,4.01
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,4.485
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,4.96
2026-03-07,"boulder",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,5.61625
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,1.31332057057057
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,2.13531131131131
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,2.79248648648649
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,3.44207957957958
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,3.84
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,4.21246496496496
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,4.94567567567568
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,5.52771471471471
2026-03-07,"boulder",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,6.28478428428428
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,1.11699174174174
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,1.58238088088088
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,2.35873873873874
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,3.25675175175175
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,3.84
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,4.47248248248248
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,5.30831531531532
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,6.0596036036036
2026-03-07,"boulder",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,6.56045745745744
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0.712355355355355
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,1.34143393393393
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,2.12574274274274
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,3.12352352352352
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,3.84
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,4.55983483483483
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,5.57817617617617
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,6.43052602602602
2026-03-07,"boulder",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,7.16078853853853
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0.346249999999999
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,1.49
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,2.24
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,2.7
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,2.8
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,2.9
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,3.36
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,4.11
2026-03-07,"charleston",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,5.25375
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0.392243243243243
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.1,1.55935935935936
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.25,2.52618368368368
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.5,2.8
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.75,3.0903978978979
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.9,4.0818938938939
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.95,5.1352012012012
2026-03-07,"charleston",1,"Flu ED visits pct",2026-03-14,"quantile",0.975,5.84650425425425
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.025,0
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.05,0
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.1,0.958920920920925
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.25,2.29336086086086
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.5,2.8
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.75,3.26808558558559
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.9,4.58287387387387
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.95,5.6047017017017
2026-03-07,"charleston",2,"Flu ED visits pct",2026-03-21,"quantile",0.975,6.11169419419419
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.025,0
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.05,0
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.1,0.499356356356356
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.25,2.05361111111111
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.5,2.8
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.75,3.48317817817818
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.9,5.02771071071071
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.95,6.00317517517517
2026-03-07,"charleston",3,"Flu ED visits pct",2026-03-28,"quantile",0.975,6.51812112112112
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.025,0
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.05,0.745
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.1,1.71
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.25,2.5575
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.5,2.71
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.75,2.8625
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.9,3.71
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.95,4.675
2026-03-07,"cherokee",0,"Flu ED visits pct",2026-03-07,"quantile",0.975,6.09875000000001
2026-03-07,"cherokee",1,"Flu ED visits pct",2026-03-14,"quantile",0.025,0
2026-03-07,"cherokee",1,"Flu ED visits pct",2026-03-14,"quantile",0.05,0
